track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
12327833,0.492,0.81,7.0,-5.315,1.0,0.0847,0.0416,0.00379,0.117,0.245,149.954,251840.0
8325801,0.592,0.767,9.0,-2.788,0.0,0.027,0.0021,0.00165,0.127,0.328,96.483,329733.0
28979867,0.496,0.863,9.0,-4.153,1.0,0.0381,0.0046,0.0,0.639,0.243,110.018,185587.0
24933346,0.527,0.923,2.0,-7.458,1.0,0.0379,0.000541,0.765,0.127,0.899,146.924,208453.0
43590126,0.486,0.617,5.0,-7.115,0.0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373.0
37090419,0.338,0.34,9.0,-12.049,0.0,0.0339,0.58,0.0032,0.116,0.197,82.433,482830.0
24551879,0.356,0.872,2.0,-7.837,1.0,0.068,0.00417,0.00975,0.0997,0.607,166.3,193653.0
14901552,0.818,0.705,6.0,-6.679,1.0,0.177,0.00836,0.00233,0.613,0.772,138.559,222640.0
18526104,0.685,0.466,0.0,-9.074,1.0,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,163133.0
8944529,0.399,0.787,1.0,-2.88,1.0,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120.0
16466738,0.794,0.811,6.0,-8.966,0.0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,248413.0
14233787,0.413,0.881,11.0,-5.541,0.0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,250547.0
44793292,0.519,0.441,4.0,-14.178,1.0,0.0353,0.0204,0.000453,0.076,0.25,81.334,234973.0
15250346,0.209,0.417,3.0,-8.74,1.0,0.0338,0.164,0.00196,0.113,0.124,138.178,295533.0
44219294,0.378,0.638,10.0,-5.576,1.0,0.075,0.02,7.66e-05,0.0849,0.735,184.086,250627.0
38045207,0.668,0.921,7.0,-3.727,1.0,0.0439,0.0492,0.00517,0.0877,0.782,120.0,212440.0
11520441,0.505,0.71,3.0,-3.015,1.0,0.0321,0.19,0.00025,0.329,0.428,89.938,175200.0
31469731,0.679,0.715,9.0,-6.383,1.0,0.0407,0.0755,0.0,0.271,0.571,127.435,214148.0
28859870,0.547,0.394,4.0,-9.793,0.0,0.0262,0.0522,6.4e-06,0.0795,0.17,142.37,388733.0
30439157,0.412,0.658,4.0,-12.051,0.0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,168406.0
13847831,0.566,0.834,6.0,-8.412,0.0,0.0298,0.00277,0.008,0.0625,0.621,123.296,331560.0
24342900,0.517,0.481,5.0,-8.273,1.0,0.0272,0.0293,1.79e-05,0.0903,0.461,138.51,246973.0
41034452,0.523,0.769,4.0,-5.855,1.0,0.0269,0.04,0.0,0.136,0.876,136.162,244587.0
38693544,0.277,0.663,4.0,-8.821,0.0,0.0377,0.000409,0.00051,0.136,0.527,104.561,237027.0
27912490,0.532,0.899,0.0,-5.935,0.0,0.244,0.531,0.000146,0.0957,0.436,85.0,230520.0
35125510,0.527,0.804,10.0,-4.168,1.0,0.0358,0.0104,0.0,0.105,0.221,107.486,277720.0
28579456,0.255,0.393,5.0,-10.654,1.0,0.0278,0.0577,0.00361,0.113,0.118,76.426,229120.0
41927723,0.413,0.873,8.0,-4.151,1.0,0.0536,0.000264,0.00249,0.204,0.48,116.68,218933.0
43097819,0.755,0.482,0.0,-12.729,1.0,0.03,0.891,0.818,0.1,0.48,109.354,177093.0
37857253,0.73,0.868,5.0,-7.325,1.0,0.0288,0.0632,0.0661,0.318,0.923,148.217,350400.0
36348676,0.497,0.97,10.0,-4.851,0.0,0.0836,9.04e-05,0.000674,0.101,0.689,138.081,197200.0
37167826,0.55,0.874,4.0,-4.046,1.0,0.0321,0.000436,1.02e-05,0.206,0.318,121.61,240213.0
7372225,0.392,0.402,0.0,-9.961,0.0,0.0536,0.288,0.0,0.243,0.228,143.883,354320.0
24710513,0.666,0.855,9.0,-5.051,0.0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,268427.0
39478726,0.595,0.506,4.0,-9.682,1.0,0.0388,0.0464,0.000138,0.107,0.346,141.981,217987.0
42774538,0.559,0.345,4.0,-13.496,1.0,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307.0
19028675,0.534,0.392,9.0,-7.636,0.0,0.0267,0.649,0.000227,0.0948,0.163,90.379,216533.0
45658159,0.429,0.661,11.0,-7.227,1.0,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773.0
24309553,0.678,0.656,7.0,-6.41,1.0,0.0381,0.00174,0.0,0.0631,0.485,123.207,257053.0
38183644,0.446,0.952,6.0,-5.321,1.0,0.0523,0.0901,0.0857,0.112,0.624,125.303,356067.0
40396154,0.433,0.959,9.0,-4.04,1.0,0.0431,0.000917,0.0,0.028,0.365,172.984,269373.0
43014490,0.602,0.905,2.0,-4.046,1.0,0.0775,0.000202,0.064,0.117,0.411,128.019,304840.0
29953687,0.458,0.795,0.0,-3.265,1.0,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373.0
41502757,0.438,0.94,2.0,-3.249,1.0,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,261000.0
44589417,0.561,0.741,6.0,-4.239,0.0,0.0419,0.000715,1.4e-05,0.0822,0.776,139.001,191707.0
11020646,0.6,0.653,1.0,-8.309,0.0,0.0594,0.0953,0.0,0.122,0.43,119.994,243187.0
15369364,0.646,0.813,6.0,-5.29,0.0,0.0288,0.00178,2.26e-05,0.144,0.821,112.115,173493.0
13528610,0.763,0.803,1.0,-3.713,1.0,0.0351,0.0709,0.285,0.348,0.561,103.04,229640.0
30441424,0.251,0.848,5.0,-6.501,1.0,0.0579,0.0377,0.00591,0.0545,0.207,163.709,387213.0
23841192,0.479,0.545,7.0,-7.346,1.0,0.0688,0.365,0.0,0.0963,0.243,74.897,252733.0
46229272,0.309,0.649,7.0,-8.994,1.0,0.035,0.0158,0.00591,0.367,0.312,166.915,306440.0
43882768,0.532,0.783,2.0,-5.697,1.0,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427.0
24157413,0.683,0.789,8.0,-6.132,0.0,0.0353,0.0283,0.0492,0.112,0.809,120.013,211800.0
29297988,0.399,0.721,4.0,-5.562,0.0,0.0523,0.0621,0.00282,0.278,0.113,160.125,299934.0
43044968,0.276,0.715,0.0,-5.356,1.0,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760.0
18620377,0.374,0.304,1.0,-14.52,1.0,0.0302,0.943,0.298,0.126,0.147,147.969,336613.0
38699494,0.566,0.664,4.0,-5.303,0.0,0.0464,0.634,0.0,0.116,0.437,128.945,241693.0
25878402,0.539,0.828,4.0,-9.108,0.0,0.035,0.00067,0.421,0.154,0.562,105.25,515387.0
19172481,0.535,0.948,6.0,-4.19,0.0,0.0356,0.00225,0.0,0.376,0.778,103.183,173680.0
9524755,0.577,0.749,5.0,-7.215,0.0,0.0279,0.599,0.0115,0.183,0.255,130.97,307880.0
10290950,0.664,0.705,1.0,-4.972,0.0,0.0382,0.0654,0.0,0.115,0.477,122.017,257840.0
34485403,0.595,0.717,0.0,-4.803,1.0,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907.0
18642947,0.542,0.589,2.0,-6.623,1.0,0.0318,0.292,0.000522,0.177,0.137,111.665,303200.0
36591466,0.674,0.789,8.0,-6.903,1.0,0.0676,0.00178,0.00708,0.0753,0.918,129.802,121160.0
28536956,0.507,0.588,0.0,-4.881,1.0,0.0641,0.0359,0.000129,0.373,0.637,170.889,278707.0
9813240,0.472,0.366,11.0,-12.595,0.0,0.0286,0.15,0.312,0.0837,0.171,127.163,382297.0
4841630,0.424,0.157,9.0,-18.141,1.0,0.0428,0.95,0.0593,0.101,0.342,91.537,171653.0
22511805,0.466,0.833,7.0,-4.215,1.0,0.304,0.0266,0.0,0.0327,0.661,88.785,313573.0
40616221,0.525,0.216,6.0,-13.551,1.0,0.0301,0.837,0.0,0.107,0.328,106.761,185413.0
21267244,0.656,0.884,2.0,-4.748,1.0,0.0372,0.0162,0.0,0.145,0.86,105.009,237987.0
17774819,0.817,0.716,6.0,-8.898,0.0,0.144,0.0427,0.00263,0.358,0.692,123.474,224693.0
9517770,0.663,0.694,10.0,-8.627,0.0,0.171,0.0253,0.0,0.0698,0.525,167.953,340920.0
17999970,0.825,0.347,11.0,-13.148,1.0,0.0504,0.554,0.813,0.0893,0.511,122.742,242267.0
19094856,0.412,0.92,9.0,-4.852,0.0,0.0575,0.000456,0.0026,0.11,0.455,93.162,227440.0
3721325,0.342,0.91,4.0,-7.748,1.0,0.0758,4.02e-05,0.000121,0.0823,0.547,140.452,166360.0
11826477,0.564,0.71,11.0,-4.92,0.0,0.0461,0.00125,0.0,0.109,0.393,91.972,225147.0
3914037,0.671,0.373,9.0,-18.064,1.0,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893.0
15864751,0.526,0.762,0.0,-12.437,0.0,0.0342,0.000972,0.000116,0.338,0.505,136.203,214400.0
41416063,0.504,0.705,6.0,-6.179,0.0,0.0665,0.00121,4.12e-06,0.453,0.567,108.965,211080.0
45998410,0.579,0.865,6.0,-4.692,1.0,0.0302,5.63e-05,0.000221,0.649,0.358,104.99,246600.0
5967233,0.403,0.422,7.0,-13.964,0.0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,241293.0
41470316,0.585,0.842,9.0,-5.883,0.0,0.0556,0.00242,0.00686,0.0866,0.428,118.211,237040.0
18009623,0.256,0.641,1.0,-10.283,1.0,0.0552,0.199,0.0329,0.0853,0.382,203.006,281160.0
41448250,0.359,0.48,9.0,-11.79,1.0,0.0841,0.521,0.0043,0.178,0.355,120.285,413947.0
18435804,0.574,0.913,6.0,-4.793,0.0,0.133,0.061,0.00158,0.156,0.423,115.728,208400.0
5961739,0.31,0.7,9.0,-5.678,1.0,0.047,0.011,0.00965,0.0828,0.763,188.386,255493.0
38185656,0.531,0.821,2.0,-6.812,1.0,0.0439,0.0701,0.171,0.124,0.34,129.139,230800.0
41555144,0.604,0.788,0.0,-3.673,0.0,0.103,0.0678,0.153,0.127,0.301,126.06,245040.0
6022372,0.696,0.921,0.0,-3.755,1.0,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573.0
18017973,0.589,0.177,3.0,-14.891,1.0,0.0325,0.977,0.714,0.0958,0.311,88.409,161680.0
29191204,0.697,0.529,2.0,-8.838,1.0,0.0338,0.115,0.896,0.0895,0.486,155.974,251267.0
13827235,0.641,0.812,0.0,-7.945,0.0,0.0293,0.155,4.43e-05,0.078,0.822,112.777,257333.0
44421889,0.453,0.987,8.0,-4.485,1.0,0.0889,0.0195,0.283,0.268,0.316,123.544,273480.0
7811494,0.331,0.943,4.0,-3.188,0.0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,235893.0
14603815,0.554,0.978,4.0,-3.554,1.0,0.131,0.111,0.0,0.0731,0.594,135.095,162600.0
38936558,0.69,0.578,6.0,-7.436,1.0,0.0929,0.167,0.0,0.305,0.416,99.961,193059.0
28358619,0.532,0.874,9.0,-5.183,0.0,0.0482,0.00842,0.012,0.452,0.361,91.038,258413.0
26875262,0.468,0.536,11.0,-10.422,0.0,0.144,0.024,0.00199,0.269,0.785,126.256,382834.0
19633291,0.48,0.756,1.0,-5.399,1.0,0.0333,0.00993,0.00704,0.312,0.447,131.127,276720.0
36327778,0.672,0.738,0.0,-7.045,1.0,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,277040.0
40011180,0.523,0.943,1.0,-4.203,1.0,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,180160.0
16373543,0.611,0.677,10.0,-6.745,0.0,0.034,0.0764,0.0698,0.241,0.233,166.04,255320.0
24553113,0.47,0.796,8.0,-3.277,0.0,0.0336,0.362,1.1e-06,0.133,0.215,113.108,167907.0
15656770,0.64,0.663,0.0,-7.516,1.0,0.0374,0.201,0.00806,0.152,0.663,132.77,140773.0
20352256,0.564,0.932,11.0,-10.068,1.0,0.0554,0.013,0.169,0.349,0.619,112.937,146250.0
41311988,0.781,0.526,6.0,-6.986,0.0,0.293,0.0633,0.0,0.0457,0.665,94.993,235613.0
33461626,0.671,0.771,7.0,-4.821,0.0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,223546.0
9060394,0.563,0.592,9.0,-4.571,1.0,0.0276,0.209,5.08e-05,0.132,0.136,104.016,267933.0
11975401,0.595,0.696,10.0,-5.921,0.0,0.0417,0.276,0.0,0.411,0.533,88.013,222920.0
22001785,0.43,0.971,9.0,-3.845,1.0,0.0524,0.0271,2.16e-05,0.185,0.764,151.219,212000.0
6944154,0.356,0.917,9.0,-6.006,1.0,0.0479,0.0335,0.0,0.406,0.518,171.176,357267.0
4398282,0.434,0.897,0.0,-4.918,1.0,0.0488,0.0103,0.0,0.612,0.684,148.726,167067.0
33076177,0.489,0.649,9.0,-5.11,1.0,0.0336,0.000603,0.713,0.101,0.77,158.009,219827.0
29675359,0.492,0.969,9.0,-4.419,1.0,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,157333.0
36645159,0.51,0.917,4.0,-4.806,0.0,0.0854,0.0054,0.000133,0.396,0.313,75.098,272440.0
6689173,0.366,0.94,1.0,-5.119,0.0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,255627.0
30383212,0.447,0.848,2.0,-6.175,1.0,0.222,0.033,7.46e-05,0.65,0.485,172.253,205200.0
30298267,0.464,0.795,1.0,-9.267,1.0,0.0926,0.0493,0.00244,0.399,0.612,158.691,202267.0
29591279,0.438,0.687,7.0,-9.15,1.0,0.0619,0.000668,0.0801,0.42,0.426,103.01,446146.0
42806818,0.683,0.585,8.0,-6.76,1.0,0.0323,0.00819,0.0162,0.0797,0.641,115.997,235000.0
4813913,0.714,0.309,7.0,-10.796,1.0,0.0291,0.0157,0.807,0.0777,0.0671,107.346,379533.0
5086595,0.669,0.78,7.0,-4.287,0.0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,212333.0
44743572,0.467,0.988,11.0,-3.313,1.0,0.112,0.000152,0.0484,0.28,0.321,130.433,220427.0
40764916,0.531,0.583,7.0,-9.47,1.0,0.0256,0.0184,0.00624,0.255,0.207,139.503,387160.0
20760526,0.775,0.585,10.0,-9.516,0.0,0.0271,0.0422,0.619,0.077,0.518,109.942,337560.0
12952706,0.64,0.922,9.0,-6.283,0.0,0.0385,0.00369,0.055,0.332,0.716,125.105,234227.0
26650409,0.517,0.906,1.0,-3.677,1.0,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,211520.0
14633037,0.463,0.229,2.0,-12.592,1.0,0.0297,0.167,0.0997,0.202,0.135,73.543,290707.0
29650643,0.613,0.697,2.0,-8.618,1.0,0.133,0.0194,0.0,0.332,0.476,122.746,320357.0
32478232,0.423,0.857,2.0,-5.173,1.0,0.0687,0.188,2.63e-05,0.105,0.196,75.024,214574.0
31417657,0.851,0.806,4.0,-4.62,1.0,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200.0
30419265,0.268,0.98,11.0,-5.958,1.0,0.103,0.0192,0.00709,0.182,0.395,100.315,405600.0
30418824,0.81,0.591,8.0,-13.385,1.0,0.0638,0.414,0.799,0.072,0.297,136.028,297775.0
8015148,0.559,0.777,1.0,-5.031,1.0,0.0432,0.31,0.0,0.105,0.329,87.016,231212.0
10248275,0.524,0.803,9.0,-5.56,0.0,0.0366,0.145,0.000191,0.115,0.0827,140.003,255133.0
22660876,0.366,0.963,11.0,-5.301,0.0,0.142,0.000273,0.0122,0.115,0.211,137.114,366213.0
40660771,0.616,0.682,6.0,-6.148,0.0,0.0265,0.0578,0.0241,0.342,0.528,117.78,315200.0
19455934,0.664,0.781,11.0,-6.547,1.0,0.0339,0.00103,5.33e-06,0.0867,0.593,110.0,227240.0
14323989,0.296,0.463,5.0,-11.412,0.0,0.0449,0.705,0.0482,0.0954,0.0629,123.943,251427.0
39801140,0.319,0.757,0.0,-6.117,0.0,0.0432,0.016,0.0,0.102,0.101,122.465,322173.0
19625482,0.517,0.206,5.0,-12.233,1.0,0.0421,0.924,0.0,0.118,0.489,80.401,189187.0
16616951,0.634,0.63,1.0,-8.277,0.0,0.031,0.447,0.039,0.17,0.489,118.628,270773.0
7726413,0.579,0.849,4.0,-5.218,0.0,0.0303,0.108,0.0,0.0909,0.581,100.021,196907.0
39273887,0.642,0.289,9.0,-9.918,1.0,0.0367,0.669,0.0,0.18,0.407,84.996,258373.0
45457973,0.305,0.833,6.0,-7.981,1.0,0.0398,0.000327,2.36e-05,0.091,0.586,100.675,206773.0
24304700,0.486,0.784,0.0,-6.68,1.0,0.0852,0.0339,0.00452,0.53,0.315,195.154,241640.0
29536270,0.635,0.926,0.0,-5.589,1.0,0.151,0.0893,4.53e-06,0.0928,0.761,100.048,189840.0
10359387,0.58,0.702,4.0,-5.565,1.0,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,208960.0
10950546,0.556,0.913,0.0,-2.36,1.0,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,282160.0
3522586,0.551,0.819,2.0,-4.489,1.0,0.0525,0.0103,0.0437,0.153,0.846,174.917,137760.0
3895903,0.364,0.922,0.0,-4.217,0.0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,235053.0
3670431,0.409,0.932,11.0,-4.538,0.0,0.0339,1.87e-05,1.6e-06,0.31,0.591,131.761,166640.0
8120309,0.451,0.97,0.0,-4.938,1.0,0.107,0.0264,0.00355,0.102,0.198,122.444,216933.0
15368424,0.448,0.143,11.0,-17.012,1.0,0.0328,0.929,0.0356,0.109,0.0873,132.829,219000.0
18410544,0.419,0.383,4.0,-11.782,1.0,0.0256,0.0724,0.0176,0.0896,0.35,87.568,257480.0
2279811,0.591,0.831,0.0,-5.647,1.0,0.0415,0.0605,4.67e-05,0.19,0.705,144.084,193107.0
6997315,0.35,0.828,6.0,-5.373,1.0,0.041,0.000217,0.000161,0.0774,0.147,105.435,318587.0
19873501,0.549,0.107,0.0,-16.147,1.0,0.0844,0.957,0.0,0.111,0.307,74.63,219053.0
24436048,0.532,0.887,0.0,-3.757,1.0,0.0335,0.0778,0.000214,0.294,0.795,122.511,249293.0
7605309,0.465,0.841,11.0,-5.767,0.0,0.0633,0.00486,0.0,0.109,0.689,168.743,157533.0
36391546,0.648,0.833,0.0,-5.321,1.0,0.0327,0.00583,0.000787,0.178,0.64,119.935,164187.0
16790536,0.51,0.434,1.0,-10.004,1.0,0.0361,0.177,0.516,0.0603,0.207,119.695,308627.0
32636626,0.42,0.746,8.0,-10.628,1.0,0.0467,0.0141,0.0,0.0661,0.229,111.886,170000.0
21056134,0.315,0.715,11.0,-8.072,0.0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,289533.0
33458906,0.607,0.294,5.0,-11.836,1.0,0.0764,0.778,0.162,0.106,0.192,76.083,303973.0
35272507,0.264,0.377,0.0,-15.678,1.0,0.0803,0.802,0.537,0.107,0.0621,214.67,270240.0
44463635,0.527,0.591,6.0,-7.664,0.0,0.0396,0.194,0.0194,0.0907,0.461,123.167,256760.0
44973279,0.412,0.902,9.0,-11.6,1.0,0.405,0.0484,0.131,0.405,0.422,89.74,333893.0
30387635,0.524,0.939,9.0,-3.994,1.0,0.113,0.00022,0.0,0.623,0.661,150.184,184867.0
25359723,0.502,0.417,10.0,-7.665,1.0,0.0718,0.127,0.00419,0.106,0.218,180.301,281040.0
24135270,0.413,0.725,3.0,-5.787,0.0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,429760.0
33383568,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,204280.0
4237819,0.284,0.875,11.0,-6.069,0.0,0.0422,0.00752,0.000461,0.402,0.595,75.009,340907.0
14948664,0.303,0.9,2.0,-2.352,0.0,0.0574,0.0277,0.635,0.11,0.491,149.508,192960.0
18394460,0.519,0.413,0.0,-12.535,0.0,0.0251,0.205,0.152,0.351,0.267,75.219,510965.0
36433097,0.451,0.951,1.0,-3.754,1.0,0.0645,0.00038,2.39e-06,0.261,0.442,162.065,213933.0
29499800,0.689,0.739,2.0,-5.81,1.0,0.026,1.51e-05,0.509,0.064,0.578,120.423,233867.0
27956643,0.547,0.816,8.0,-6.165,0.0,0.0624,0.0688,0.0,0.127,0.722,102.765,203507.0
9548461,0.398,0.768,11.0,-4.624,0.0,0.0392,0.469,2.02e-05,0.106,0.235,108.685,237480.0
15324754,0.649,0.888,6.0,-4.807,1.0,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,208467.0
5696512,0.538,0.981,1.0,-2.688,0.0,0.14,0.00662,0.0,0.219,0.711,101.414,255467.0
43957782,0.871,0.701,5.0,-5.594,0.0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,198440.0
38196628,0.596,0.605,7.0,-12.145,1.0,0.0255,0.181,0.000331,0.0863,0.886,97.798,283800.0
27546184,0.19,0.265,9.0,-9.206,1.0,0.0356,0.863,0.0,0.134,0.101,79.012,262533.0
45847208,0.694,0.496,9.0,-14.222,1.0,0.0329,0.0139,0.00356,0.0644,0.799,103.372,257187.0
6240502,0.442,0.943,3.0,-3.205,1.0,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,181533.0
4290381,0.67,0.478,4.0,-8.689,0.0,0.0355,0.531,0.428,0.138,0.0997,88.014,228747.0
31448925,0.83,0.382,2.0,-11.231,0.0,0.0566,0.884,0.301,0.11,0.54,121.12,173853.0
32749441,0.282,0.932,9.0,-4.701,1.0,0.0387,0.12,0.0335,0.0692,0.536,190.08,255893.0
37186910,0.747,0.716,11.0,-2.457,0.0,0.075,0.135,0.0,0.251,0.751,125.008,210627.0
25725054,0.634,0.599,2.0,-5.447,1.0,0.0365,0.0288,0.0,0.197,0.312,112.215,175440.0
28203136,0.67,0.403,0.0,-10.623,1.0,0.031,0.753,0.0903,0.0858,0.622,129.984,230867.0
5125832,0.579,0.558,2.0,-6.986,1.0,0.0895,0.0202,1.26e-06,0.212,0.506,179.949,207357.0
39877855,0.274,0.217,5.0,-13.814,1.0,0.0345,0.767,0.896,0.0832,0.181,116.334,283872.0
7704097,0.421,0.751,9.0,-9.584,1.0,0.0472,0.2,0.0,0.17,0.789,89.839,145867.0
6237478,0.94,0.208,9.0,-15.237,0.0,0.0851,0.209,0.0832,0.105,0.149,115.873,188120.0
16844849,0.242,0.992,4.0,-3.9,0.0,0.0988,0.0148,0.113,0.833,0.374,159.37,187120.0
12771201,0.307,0.433,1.0,-10.057,1.0,0.029,0.388,9.08e-05,0.332,0.224,160.9,266960.0
32827017,0.523,0.656,4.0,-7.441,0.0,0.0262,0.511,0.16,0.0679,0.214,104.271,290213.0
44760060,0.348,0.875,11.0,-4.758,0.0,0.199,0.0341,0.0,0.117,0.407,169.152,202133.0
25000739,0.611,0.813,9.0,-7.689,0.0,0.0279,0.339,0.898,0.224,0.821,140.112,209573.0
12961344,0.354,0.982,4.0,-3.026,0.0,0.168,0.000237,0.000294,0.204,0.194,143.772,252613.0
21067101,0.336,0.792,9.0,-10.875,1.0,0.084,0.00351,0.00175,0.0437,0.427,155.587,355304.0
20409926,0.436,0.876,10.0,-4.902,0.0,0.0647,3.33e-05,0.000104,0.205,0.512,157.044,255080.0
24504925,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,233478.0
25084730,0.718,0.557,9.0,-10.679,1.0,0.0328,0.185,0.707,0.055,0.586,94.095,249880.0
20664978,0.631,0.267,9.0,-13.962,1.0,0.0296,0.814,0.884,0.111,0.139,109.169,313387.0
30766737,0.699,0.467,4.0,-8.578,0.0,0.0375,0.685,0.0,0.315,0.764,119.287,130173.0
39111110,0.764,0.567,0.0,-8.585,1.0,0.0609,0.0126,9.51e-05,0.257,0.428,89.988,198907.0
